Match ID,Event,Date,Team 1,Team 2,Map,Team 1 Rounds,Team 2 Rounds,Total Rounds,Winner,Team 1 FK,Team 2 FK,Team 1 Clutches,Team 2 Clutches,Team 1 Rating,Team 2 Rating
81753,IEM Katowice 2019,2019-02-21 18:30:00,Liquid,Natus Vincere,Mirage,16,14,30,Liquid,12,18,2,2,1.08,1.0
81765,IEM Katowice 2019,2019-02-21 18:05:00,NRG,compLexity,Cache,16,19,35,compLexity,18,17,2,5,0.95,1.14
81755,IEM Katowice 2019,2019-02-21 18:05:00,NRG,compLexity,Nuke,19,22,41,compLexity,25,16,4,3,1.06,1.04
81741,IEM Katowice 2019,2019-02-21 14:55:00,Astralis,Renegades,Inferno,16,2,18,Astralis,14,4,0,0,1.58,0.46
81734,IEM Katowice 2019,2019-02-21 14:55:00,Astralis,Renegades,Nuke,16,9,25,Astralis,12,13,1,1,1.17,0.83
81727,IEM Katowice 2019,2019-02-21 14:55:00,Astralis,Renegades,Mirage,17,19,36,Renegades,20,16,0,1,0.97,1.07
81737,IEM Katowice 2019,2019-02-21 14:35:00,ENCE,BIG,Overpass,16,10,26,ENCE,13,13,2,2,1.21,0.89
81729,IEM Katowice 2019,2019-02-21 14:35:00,ENCE,BIG,Train,16,14,30,ENCE,13,17,2,2,1.04,1.05
81724,IEM Katowice 2019,2019-02-21 14:35:00,ENCE,BIG,Dust2,5,16,21,BIG,8,13,0,0,0.74,1.38
81722,IEM Katowice 2019,2019-02-21 13:25:00,Vitality,Cloud9,Mirage,16,14,30,Vitality,17,13,1,3,1.06,1.05
81721,IEM Katowice 2019,2019-02-21 13:25:00,NiP,HellRaisers,Overpass,16,5,21,NiP,14,7,2,1,1.36,0.69
81720,IEM Katowice 2019,2019-02-21 12:00:00,FaZe,AVANGAR,Mirage,13,16,29,AVANGAR,10,18,0,2,0.93,1.1
81719,IEM Katowice 2019,2019-02-21 12:00:00,MIBR,G2,Inferno,16,12,28,MIBR,15,13,2,3,1.13,1.0
81702,IEM Katowice 2019,2019-02-20 23:00:00,Liquid,NiP,Overpass,16,13,29,Liquid,14,15,3,1,1.17,0.97
81695,IEM Katowice 2019,2019-02-20 21:50:00,Astralis,Cloud9,Train,16,0,16,Astralis,11,5,1,0,1.66,0.38
81696,IEM Katowice 2019,2019-02-20 20:55:00,Natus Vincere,Vitality,Mirage,25,22,47,Natus Vincere,23,24,1,2,1.11,0.97
81690,IEM Katowice 2019,2019-02-20 20:25:00,FaZe,Renegades,Inferno,14,16,30,Renegades,15,15,0,3,1.03,1.07
81685,IEM Katowice 2019,2019-02-20 19:25:00,NRG,AVANGAR,Overpass,13,16,29,AVANGAR,16,13,0,2,1.0,1.08
81684,IEM Katowice 2019,2019-02-20 19:10:00,MIBR,compLexity,Mirage,16,9,25,MIBR,15,10,1,1,1.18,0.88
81680,IEM Katowice 2019,2019-02-20 18:05:00,ENCE,HellRaisers,Dust2,12,16,28,HellRaisers,15,13,0,0,0.94,1.22
81679,IEM Katowice 2019,2019-02-20 17:55:00,BIG,G2,Mirage,13,16,29,G2,12,16,0,2,1.04,1.02
81671,IEM Katowice 2019,2019-02-20 16:20:00,MIBR,Cloud9,Inferno,3,16,19,Cloud9,6,13,1,2,0.62,1.5
81670,IEM Katowice 2019,2019-02-20 15:55:00,Astralis,compLexity,Nuke,16,6,22,Astralis,10,12,3,0,1.28,0.85
81669,IEM Katowice 2019,2019-02-20 14:45:00,NRG,NiP,Nuke,14,16,30,NiP,15,15,2,5,0.98,1.1
81667,IEM Katowice 2019,2019-02-20 14:25:00,Liquid,AVANGAR,Overpass,16,12,28,Liquid,11,16,1,2,1.18,0.92
81665,IEM Katowice 2019,2019-02-20 13:30:00,Natus Vincere,G2,Inferno,16,7,23,Natus Vincere,15,8,0,3,1.4,0.74
81663,IEM Katowice 2019,2019-02-20 13:20:00,FaZe,HellRaisers,Train,16,4,20,FaZe,8,12,0,0,1.33,0.72
81662,IEM Katowice 2019,2019-02-20 12:00:00,ENCE,Renegades,Inferno,13,16,29,Renegades,18,11,0,3,1.0,1.07
81661,IEM Katowice 2019,2019-02-20 12:00:00,BIG,Vitality,Mirage,11,16,27,Vitality,12,15,6,2,0.84,1.36
74129,FACEIT Major 2018,2018-09-23 17:20:00,Natus Vincere,Astralis,Overpass,9,16,25,Astralis,11,14,0,3,0.89,1.25
74128,FACEIT Major 2018,2018-09-23 17:20:00,Natus Vincere,Astralis,Nuke,6,16,22,Astralis,8,14,1,0,0.81,1.3
74061,FACEIT Major 2018,2018-09-22 19:05:00,Liquid,Astralis,Mirage,7,16,23,Astralis,9,14,0,2,0.82,1.23
74060,FACEIT Major 2018,2018-09-22 19:05:00,Liquid,Astralis,Nuke,8,16,24,Astralis,5,19,5,2,0.79,1.36
74059,FACEIT Major 2018,2018-09-22 15:25:00,MIBR,Natus Vincere,Dust2,5,16,21,Natus Vincere,7,14,0,0,0.72,1.4
74058,FACEIT Major 2018,2018-09-22 15:25:00,MIBR,Natus Vincere,Overpass,10,16,26,Natus Vincere,13,12,3,2,0.88,1.24
74055,FACEIT Major 2018,2018-09-21 19:35:00,Astralis,FaZe,Inferno,16,12,28,Astralis,13,15,1,2,1.13,0.96
74053,FACEIT Major 2018,2018-09-21 19:35:00,Astralis,FaZe,Mirage,16,14,30,Astralis,16,14,2,2,1.05,1.02
74051,FACEIT Major 2018,2018-09-21 15:20:00,Liquid,HellRaisers,Cache,16,8,24,Liquid,11,13,2,1,1.32,0.8
74049,FACEIT Major 2018,2018-09-21 15:20:00,Liquid,HellRaisers,Dust2,10,16,26,HellRaisers,13,13,3,3,0.93,1.2
74048,FACEIT Major 2018,2018-09-21 15:20:00,Liquid,HellRaisers,Mirage,16,10,26,Liquid,12,13,3,0,1.25,0.87
74026,FACEIT Major 2018,2018-09-20 17:05:00,compLexity,MIBR,Inferno,12,16,28,MIBR,8,20,2,1,0.78,1.27
74021,FACEIT Major 2018,2018-09-20 17:05:00,compLexity,MIBR,Train,4,16,20,MIBR,3,17,1,2,0.52,1.63
74019,FACEIT Major 2018,2018-09-20 14:30:00,BIG,Natus Vincere,Nuke,6,16,22,Natus Vincere,10,12,0,2,0.85,1.26
74002,FACEIT Major 2018,2018-09-20 14:30:00,BIG,Natus Vincere,Dust2,2,16,18,Natus Vincere,6,12,0,2,0.5,1.58
73833,FACEIT Major 2018,2018-09-16 16:45:00,NiP,MIBR,Train,11,16,27,MIBR,11,16,2,2,1.01,1.05
73828,FACEIT Major 2018,2018-09-16 16:45:00,NiP,MIBR,Mirage,16,10,26,NiP,12,14,0,1,1.15,0.95
73816,FACEIT Major 2018,2018-09-16 16:45:00,NiP,MIBR,Cache,15,19,34,MIBR,17,17,2,1,0.92,1.19
73812,FACEIT Major 2018,2018-09-16 13:50:00,G2,FaZe,Dust2,22,25,47,FaZe,24,23,2,3,0.97,1.06
73811,FACEIT Major 2018,2018-09-16 13:50:00,G2,FaZe,Mirage,2,16,18,FaZe,7,11,0,2,0.6,1.52
73807,FACEIT Major 2018,2018-09-16 10:00:00,fnatic,HellRaisers,Cache,2,16,18,HellRaisers,7,11,0,1,0.54,1.54
73803,FACEIT Major 2018,2018-09-16 10:00:00,fnatic,HellRaisers,Dust2,9,16,25,HellRaisers,12,13,2,2,0.92,1.22
73800,FACEIT Major 2018,2018-09-16 10:00:00,fnatic,HellRaisers,Mirage,19,17,36,fnatic,20,16,3,5,1.1,1.08
73786,FACEIT Major 2018,2018-09-15 17:45:00,Astralis,MIBR,Dust2,16,0,16,Astralis,12,4,2,0,1.71,0.5
73779,FACEIT Major 2018,2018-09-15 15:35:00,G2,Cloud9,Inferno,22,19,41,G2,19,22,3,1,1.1,1.0
73778,FACEIT Major 2018,2018-09-15 14:10:00,Natus Vincere,fnatic,Mirage,16,9,25,Natus Vincere,17,8,0,0,1.33,0.8
73775,FACEIT Major 2018,2018-09-15 12:55:00,TYLOO,FaZe,Mirage,4,16,20,FaZe,8,12,1,3,0.73,1.5
73771,FACEIT Major 2018,2018-09-15 11:30:00,Vega Squadron,NiP,Train,11,16,27,NiP,9,18,1,2,0.93,1.09
73767,FACEIT Major 2018,2018-09-15 10:05:00,BIG,HellRaisers,Train,16,9,25,BIG,16,9,2,1,1.35,0.75
73743,FACEIT Major 2018,2018-09-14 19:55:00,FaZe,mousesports,Mirage,16,8,24,FaZe,9,15,1,1,1.23,0.89
73739,FACEIT Major 2018,2018-09-14 17:55:00,Astralis,Liquid,Inferno,15,19,34,Liquid,16,18,4,1,0.97,1.15
73738,FACEIT Major 2018,2018-09-14 16:30:00,G2,MIBR,Inferno,4,16,20,MIBR,8,12,1,0,0.58,1.46
73737,FACEIT Major 2018,2018-09-14 15:15:00,Natus Vincere,NiP,Train,16,6,22,Natus Vincere,14,8,1,2,1.43,0.65
73736,FACEIT Major 2018,2018-09-14 13:55:00,compLexity,BIG,Nuke,16,8,24,compLexity,13,11,1,1,1.34,0.76
73734,FACEIT Major 2018,2018-09-14 12:05:00,Winstrike,Cloud9,Inferno,16,19,35,Cloud9,18,17,3,3,1.07,1.08
73733,FACEIT Major 2018,2018-09-14 10:40:00,TYLOO,HellRaisers,Overpass,10,16,26,HellRaisers,15,10,2,2,0.99,1.12
73732,FACEIT Major 2018,2018-09-14 09:00:00,Vega Squadron,fnatic,Inferno,14,16,30,fnatic,15,15,2,2,0.97,1.15
73729,FACEIT Major 2018,2018-09-13 19:25:00,mousesports,MIBR,Dust2,6,16,22,MIBR,8,14,0,0,0.77,1.25
73726,FACEIT Major 2018,2018-09-13 17:50:00,Natus Vincere,FaZe,Overpass,16,12,28,Natus Vincere,15,13,2,1,1.12,1.0
73725,FACEIT Major 2018,2018-09-13 16:25:00,NiP,Liquid,Mirage,10,16,26,Liquid,12,14,1,1,0.87,1.19
73724,FACEIT Major 2018,2018-09-13 14:45:00,compLexity,G2,Cache,16,11,27,compLexity,15,12,2,3,1.24,0.96
73719,FACEIT Major 2018,2018-09-13 12:55:00,Cloud9,HellRaisers,Overpass,16,19,35,HellRaisers,24,11,2,3,1.08,1.09
73717,FACEIT Major 2018,2018-09-13 11:45:00,Vega Squadron,Astralis,Inferno,4,16,20,Astralis,1,19,1,1,0.49,1.58
73713,FACEIT Major 2018,2018-09-13 10:15:00,Winstrike,fnatic,Inferno,7,16,23,fnatic,10,13,2,1,0.94,1.28
73711,FACEIT Major 2018,2018-09-13 09:00:00,BIG,TYLOO,Train,16,7,23,BIG,14,9,1,3,1.41,0.7
73703,FACEIT Major 2018,2018-09-12 19:30:00,Cloud9,Vega Squadron,Mirage,4,16,20,Vega Squadron,10,10,1,1,0.78,1.31
73698,FACEIT Major 2018,2018-09-12 17:50:00,Natus Vincere,Astralis,Inferno,14,16,30,Astralis,13,17,2,2,1.01,1.1
73695,FACEIT Major 2018,2018-09-12 16:20:00,mousesports,NiP,Mirage,12,16,28,NiP,15,13,0,2,1.02,1.06
73694,FACEIT Major 2018,2018-09-12 14:45:00,MIBR,TYLOO,Inferno,13,16,29,TYLOO,18,11,2,2,1.12,1.0
73691,FACEIT Major 2018,2018-09-12 13:30:00,fnatic,compLexity,Inferno,4,16,20,compLexity,8,12,1,3,0.7,1.48
73690,FACEIT Major 2018,2018-09-12 12:15:00,FaZe,BIG,Dust2,5,16,21,BIG,8,13,2,2,0.78,1.46
73689,FACEIT Major 2018,2018-09-12 11:05:00,Winstrike,Liquid,Mirage,7,16,23,Liquid,8,15,2,0,0.64,1.44
73683,FACEIT Major 2018,2018-09-12 09:05:00,G2,HellRaisers,Dust2,22,20,42,G2,24,18,0,4,1.18,0.93
60219,ELEAGUE Major 2018,2018-01-28 19:15:00,FaZe,Cloud9,Inferno,19,22,41,Cloud9,18,23,4,2,0.91,1.19
60218,ELEAGUE Major 2018,2018-01-28 19:15:00,FaZe,Cloud9,Overpass,10,16,26,Cloud9,12,14,2,2,0.9,1.22
60217,ELEAGUE Major 2018,2018-01-28 19:15:00,FaZe,Cloud9,Mirage,16,14,30,FaZe,16,14,1,0,1.04,1.03
60198,ELEAGUE Major 2018,2018-01-27 23:25:00,Cloud9,SK,Inferno,16,9,25,Cloud9,13,12,1,1,1.26,0.87
60197,ELEAGUE Major 2018,2018-01-27 23:25:00,Cloud9,SK,Cobblestone,8,16,24,SK,12,12,1,3,0.86,1.28
60196,ELEAGUE Major 2018,2018-01-27 23:25:00,Cloud9,SK,Mirage,16,3,19,Cloud9,8,11,2,0,1.43,0.67
60195,ELEAGUE Major 2018,2018-01-27 20:55:00,FaZe,Natus Vincere,Mirage,16,7,23,FaZe,16,7,5,2,1.38,0.79
60194,ELEAGUE Major 2018,2018-01-27 20:55:00,FaZe,Natus Vincere,Inferno,16,9,25,FaZe,15,10,2,3,1.32,0.87
60189,ELEAGUE Major 2018,2018-01-27 15:10:00,SK,fnatic,Mirage,16,12,28,SK,17,11,0,2,1.1,0.96
60188,ELEAGUE Major 2018,2018-01-27 15:10:00,SK,fnatic,Overpass,16,14,30,SK,16,14,3,2,1.07,1.04
60183,ELEAGUE Major 2018,2018-01-27 15:10:00,SK,fnatic,Inferno,19,22,41,fnatic,22,19,3,4,0.99,1.17
60174,ELEAGUE Major 2018,2018-01-26 21:55:00,G2,Cloud9,Overpass,7,16,23,Cloud9,10,13,0,3,0.9,1.24
60173,ELEAGUE Major 2018,2018-01-26 21:55:00,G2,Cloud9,Mirage,8,16,24,Cloud9,9,15,1,1,0.81,1.31
60172,ELEAGUE Major 2018,2018-01-26 19:45:00,Natus Vincere,Quantum Bellator Fire,Inferno,16,7,23,Natus Vincere,14,9,0,0,1.37,0.7
60171,ELEAGUE Major 2018,2018-01-26 19:45:00,Natus Vincere,Quantum Bellator Fire,Mirage,16,4,20,Natus Vincere,14,6,1,0,1.48,0.7
60170,ELEAGUE Major 2018,2018-01-26 15:00:00,FaZe,mousesports,Cache,16,9,25,FaZe,17,8,0,1,1.36,0.7
60167,ELEAGUE Major 2018,2018-01-26 15:00:00,FaZe,mousesports,Nuke,19,16,35,FaZe,16,19,2,2,1.02,1.08
60032,ELEAGUE Major 2018,2018-01-23 01:10:00,mousesports,Space Soldiers,Mirage,16,13,29,mousesports,16,13,1,2,1.19,0.94
60031,ELEAGUE Major 2018,2018-01-23 00:15:00,Vega Squadron,Cloud9,Mirage,4,16,20,Cloud9,8,12,0,1,0.64,1.45
60026,ELEAGUE Major 2018,2018-01-22 23:25:00,fnatic,Gambit,Mirage,16,2,18,fnatic,14,3,2,0,1.64,0.57
60025,ELEAGUE Major 2018,2018-01-22 22:00:00,fnatic,Natus Vincere,Inferno,7,16,23,Natus Vincere,9,14,2,1,0.78,1.35
60023,ELEAGUE Major 2018,2018-01-22 20:40:00,Gambit,SK,Overpass,10,16,26,SK,10,16,0,1,0.89,1.14
60021,ELEAGUE Major 2018,2018-01-22 19:20:00,Liquid,Vega Squadron,Inferno,12,16,28,Vega Squadron,9,19,0,3,0.97,1.15
60017,ELEAGUE Major 2018,2018-01-22 17:40:00,Astralis,Cloud9,Train,6,16,22,Cloud9,10,12,1,2,0.79,1.29
60016,ELEAGUE Major 2018,2018-01-22 16:20:00,Quantum Bellator Fire,mousesports,Train,16,14,30,Quantum Bellator Fire,13,17,0,0,1.06,0.99
60015,ELEAGUE Major 2018,2018-01-22 15:15:00,Space Soldiers,BIG,Cobblestone,16,8,24,Space Soldiers,13,11,3,1,1.2,0.94
60003,ELEAGUE Major 2018,2018-01-21 23:40:00,Space Soldiers,Gambit,Train,13,16,29,Gambit,12,17,1,2,1.04,1.01
60001,ELEAGUE Major 2018,2018-01-21 22:35:00,Virtus.pro,Cloud9,Mirage,7,16,23,Cloud9,8,15,0,1,0.74,1.37
60000,ELEAGUE Major 2018,2018-01-21 21:10:00,SK,FaZe,Cache,12,16,28,FaZe,13,15,2,0,0.9,1.15
59999,ELEAGUE Major 2018,2018-01-21 19:45:00,BIG,North,Cobblestone,16,12,28,BIG,20,8,2,0,1.17,0.95
59997,ELEAGUE Major 2018,2018-01-21 18:35:00,fnatic,Astralis,Mirage,16,8,24,fnatic,16,8,2,1,1.21,0.85
59993,ELEAGUE Major 2018,2018-01-21 17:30:00,Quantum Bellator Fire,G2,Cache,4,16,20,G2,8,12,0,5,0.78,1.39
59985,ELEAGUE Major 2018,2018-01-21 16:10:00,Liquid,Natus Vincere,Overpass,9,16,25,Natus Vincere,5,20,1,4,0.79,1.33
59977,ELEAGUE Major 2018,2018-01-21 15:10:00,mousesports,Vega Squadron,Mirage,16,3,19,mousesports,13,6,0,1,1.56,0.52
59970,ELEAGUE Major 2018,2018-01-20 23:45:00,Astralis,North,Train,16,14,30,Astralis,18,12,1,1,1.25,0.84
59969,ELEAGUE Major 2018,2018-01-20 22:45:00,BIG,Natus Vincere,Inferno,1,16,17,Natus Vincere,5,12,0,3,0.52,1.63
59968,ELEAGUE Major 2018,2018-01-20 21:40:00,Virtus.pro,fnatic,Inferno,6,16,22,fnatic,10,12,1,0,0.65,1.51
59967,ELEAGUE Major 2018,2018-01-20 20:15:00,SK,mousesports,Mirage,16,12,28,SK,13,15,3,2,1.14,0.95
59966,ELEAGUE Major 2018,2018-01-20 19:10:00,G2,Liquid,Inferno,16,8,24,G2,16,8,2,4,1.32,0.82
59965,ELEAGUE Major 2018,2018-01-20 18:20:00,FaZe,Vega Squadron,Train,16,3,19,FaZe,16,3,3,1,1.59,0.5
59964,ELEAGUE Major 2018,2018-01-20 16:50:00,Space Soldiers,Cloud9,Cobblestone,16,13,29,Space Soldiers,17,11,4,1,1.12,1.05
59958,ELEAGUE Major 2018,2018-01-20 15:15:00,Quantum Bellator Fire,Gambit,Inferno,19,16,35,Quantum Bellator Fire,21,14,5,1,1.08,1.0
59936,ELEAGUE Major 2018,2018-01-19 23:20:00,SK,Space Soldiers,Mirage,16,13,29,SK,19,10,2,2,1.12,0.95
59935,ELEAGUE Major 2018,2018-01-19 22:15:00,Gambit,Natus Vincere,Nuke,16,5,21,Gambit,16,5,2,1,1.5,0.7
59934,ELEAGUE Major 2018,2018-01-19 21:15:00,Cloud9,G2,Cache,8,16,24,G2,11,13,0,1,0.93,1.21
59932,ELEAGUE Major 2018,2018-01-19 20:10:00,Astralis,mousesports,Cache,2,16,18,mousesports,7,11,0,2,0.58,1.6
59929,ELEAGUE Major 2018,2018-01-19 19:00:00,fnatic,FaZe,Cache,8,16,24,FaZe,8,16,1,3,0.86,1.28
59927,ELEAGUE Major 2018,2018-01-19 18:00:00,BIG,Liquid,Inferno,5,16,21,Liquid,8,13,2,0,0.58,1.54
59926,ELEAGUE Major 2018,2018-01-19 17:05:00,Virtus.pro,Quantum Bellator Fire,Cache,3,16,19,Quantum Bellator Fire,6,13,0,2,0.74,1.39
59930,ELEAGUE Major 2018,2018-01-19 15:10:00,North,Vega Squadron,Overpass,10,16,26,Vega Squadron,13,13,2,2,0.96,1.18
49967,PGL Major Krakow 2017,2017-07-23 15:15:00,Gambit,Immortals,Inferno,16,10,26,Gambit,15,11,4,0,1.25,0.91
49966,PGL Major Krakow 2017,2017-07-23 15:15:00,Gambit,Immortals,Train,16,11,27,Gambit,18,9,1,1,1.23,0.88
49962,PGL Major Krakow 2017,2017-07-23 15:15:00,Gambit,Immortals,Cobblestone,4,16,20,Immortals,6,14,0,3,0.6,1.61
49956,PGL Major Krakow 2017,2017-07-22 17:50:00,Immortals,Virtus.pro,Mirage,16,11,27,Immortals,13,14,2,2,1.09,1.01
49955,PGL Major Krakow 2017,2017-07-22 17:50:00,Immortals,Virtus.pro,Inferno,16,5,21,Immortals,12,9,1,1,1.33,0.73
49954,PGL Major Krakow 2017,2017-07-22 13:30:00,Gambit,Astralis,Train,16,12,28,Gambit,14,14,1,0,1.15,0.88
49953,PGL Major Krakow 2017,2017-07-22 13:30:00,Gambit,Astralis,Inferno,8,16,24,Astralis,12,12,1,1,0.82,1.26
49952,PGL Major Krakow 2017,2017-07-22 13:30:00,Gambit,Astralis,Overpass,16,10,26,Gambit,12,14,2,0,1.18,0.87
49951,PGL Major Krakow 2017,2017-07-22 10:45:00,North,Virtus.pro,Nuke,10,16,26,Virtus.pro,9,17,1,0,0.84,1.18
49950,PGL Major Krakow 2017,2017-07-22 10:45:00,North,Virtus.pro,Cobblestone,9,16,25,Virtus.pro,11,14,0,1,0.87,1.24
49889,PGL Major Krakow 2017,2017-07-21 18:25:00,BIG,Immortals,Train,14,16,30,Immortals,13,17,0,4,1.08,1.0
49887,PGL Major Krakow 2017,2017-07-21 18:25:00,BIG,Immortals,Inferno,7,16,23,Immortals,10,13,1,3,0.8,1.33
49881,PGL Major Krakow 2017,2017-07-21 18:25:00,BIG,Immortals,Cobblestone,19,17,36,BIG,22,14,1,1,1.17,0.95
49878,PGL Major Krakow 2017,2017-07-21 15:10:00,Astralis,SK,Overpass,16,6,22,Astralis,18,4,1,2,1.42,0.7
49875,PGL Major Krakow 2017,2017-07-21 15:10:00,Astralis,SK,Cache,16,12,28,Astralis,18,10,2,2,1.07,1.05
49874,PGL Major Krakow 2017,2017-07-21 11:25:00,Gambit,fnatic,Inferno,16,12,28,Gambit,13,15,2,2,1.18,0.93
49873,PGL Major Krakow 2017,2017-07-21 11:25:00,Gambit,fnatic,Train,16,14,30,Gambit,18,12,0,2,1.07,1.01
49814,PGL Major Krakow 2017,2017-07-19 21:45:00,FlipSid3,Immortals,Train,6,16,22,Immortals,7,15,1,0,0.66,1.37
49812,PGL Major Krakow 2017,2017-07-19 20:25:00,Virtus.pro,Cloud9,Train,16,10,26,Virtus.pro,14,12,0,2,1.2,0.9
49809,PGL Major Krakow 2017,2017-07-19 18:45:00,fnatic,G2,Overpass,16,10,26,fnatic,13,13,3,2,1.14,1.03
49803,PGL Major Krakow 2017,2017-07-19 17:25:00,SK,Immortals,Overpass,16,9,25,SK,12,13,3,3,1.36,0.83
49798,PGL Major Krakow 2017,2017-07-19 15:10:00,North,Virtus.pro,Mirage,16,14,30,North,15,15,1,2,1.08,1.03
49797,PGL Major Krakow 2017,2017-07-19 13:30:00,G2,Astralis,Inferno,6,16,22,Astralis,10,12,1,4,0.78,1.41
49792,PGL Major Krakow 2017,2017-07-19 11:30:00,Natus Vincere,fnatic,Mirage,12,16,28,fnatic,10,18,0,3,0.99,1.09
49786,PGL Major Krakow 2017,2017-07-19 09:50:00,PENTA,FlipSid3,Train,13,16,29,FlipSid3,15,14,2,2,1.06,1.07
49781,PGL Major Krakow 2017,2017-07-19 08:00:00,mousesports,Cloud9,Train,11,16,27,Cloud9,17,10,2,4,1.0,1.11
49772,PGL Major Krakow 2017,2017-07-18 20:15:00,SK,BIG,Inferno,14,16,30,BIG,14,16,0,1,1.09,1.0
49769,PGL Major Krakow 2017,2017-07-18 18:45:00,Gambit,Virtus.pro,Train,16,11,27,Gambit,17,10,0,0,1.26,0.77
49766,PGL Major Krakow 2017,2017-07-18 17:00:00,fnatic,Astralis,Nuke,14,16,30,Astralis,8,22,2,2,0.89,1.16
49759,PGL Major Krakow 2017,2017-07-18 15:10:00,G2,Cloud9,Cobblestone,19,17,36,G2,12,24,2,0,0.97,1.16
49758,PGL Major Krakow 2017,2017-07-18 13:40:00,Natus Vincere,Immortals,Overpass,10,16,26,Immortals,16,10,1,3,1.0,1.14
49755,PGL Major Krakow 2017,2017-07-18 12:00:00,mousesports,North,Cobblestone,15,19,34,North,16,18,3,5,1.0,1.15
49749,PGL Major Krakow 2017,2017-07-18 10:35:00,FlipSid3,FaZe,Mirage,16,10,26,FlipSid3,18,8,2,0,1.21,0.93
49735,PGL Major Krakow 2017,2017-07-18 09:00:00,Vega Squadron,PENTA,Mirage,14,16,30,PENTA,13,17,2,1,0.97,1.19
49728,PGL Major Krakow 2017,2017-07-17 21:20:00,Virtus.pro,fnatic,Cache,16,11,27,Virtus.pro,16,11,1,3,1.29,0.87
49724,PGL Major Krakow 2017,2017-07-17 19:45:00,SK,Astralis,Inferno,16,8,24,SK,14,10,3,1,1.33,0.87
49718,PGL Major Krakow 2017,2017-07-17 18:30:00,Gambit,G2,Cache,16,6,22,Gambit,12,10,2,0,1.28,0.74
49710,PGL Major Krakow 2017,2017-07-17 16:10:00,BIG,Cloud9,Inferno,16,11,27,BIG,17,10,0,2,1.22,0.88
49707,PGL Major Krakow 2017,2017-07-17 14:45:00,Immortals,Vega Squadron,Train,16,6,22,Immortals,17,5,0,1,1.47,0.6
49706,PGL Major Krakow 2017,2017-07-17 12:30:00,FlipSid3,Natus Vincere,Train,9,16,25,Natus Vincere,8,17,2,0,0.83,1.3
