Match ID,Event,Date,Team 1,Team 2,Map,Team 1 Rounds,Team 2 Rounds,Total Rounds,Winner,Team 1 FK,Team 2 FK,Team 1 Clutches,Team 2 Clutches,Team 1 Rating,Team 2 Rating
81885,IEM Katowice 2019,2019-02-24 18:30:00,FaZe,Cloud9,Dust2,16,9,25,FaZe,16,9,0,2,1.3,0.8
81879,IEM Katowice 2019,2019-02-24 18:30:00,FaZe,Cloud9,Cache,16,14,30,FaZe,17,13,1,0,1.12,0.95
81873,IEM Katowice 2019,2019-02-24 15:05:00,NiP,Vitality,Mirage,16,7,23,NiP,11,11,3,1,1.21,0.92
81870,IEM Katowice 2019,2019-02-24 15:05:00,NiP,Vitality,Overpass,8,16,24,Vitality,11,13,0,0,0.89,1.21
81868,IEM Katowice 2019,2019-02-24 15:05:00,NiP,Vitality,Cache,16,7,23,NiP,11,12,2,2,1.33,0.76
81861,IEM Katowice 2019,2019-02-24 12:05:00,ENCE,AVANGAR,Train,16,7,23,ENCE,14,9,3,0,1.16,0.89
81851,IEM Katowice 2019,2019-02-24 12:05:00,ENCE,AVANGAR,Mirage,16,12,28,ENCE,15,13,3,2,1.01,1.08
81836,IEM Katowice 2019,2019-02-23 19:00:00,Cloud9,HellRaisers,Cache,16,12,28,Cloud9,15,13,2,3,1.29,0.85
81834,IEM Katowice 2019,2019-02-23 19:00:00,Cloud9,HellRaisers,Inferno,16,8,24,Cloud9,15,9,0,1,1.4,0.73
81833,IEM Katowice 2019,2019-02-23 15:00:00,FaZe,compLexity,Dust2,16,14,30,FaZe,17,13,1,1,1.14,0.91
81832,IEM Katowice 2019,2019-02-23 15:00:00,FaZe,compLexity,Mirage,16,11,27,FaZe,12,15,1,2,1.06,1.02
81831,IEM Katowice 2019,2019-02-23 15:00:00,FaZe,compLexity,Cache,8,16,24,compLexity,10,14,0,0,0.87,1.2
81830,IEM Katowice 2019,2019-02-23 12:00:00,ENCE,G2,Mirage,16,10,26,ENCE,17,9,3,2,1.33,0.76
81828,IEM Katowice 2019,2019-02-23 12:00:00,ENCE,G2,Dust2,19,17,36,ENCE,19,17,4,0,1.03,1.07
81807,IEM Katowice 2019,2019-02-22 18:30:00,MIBR,NiP,Inferno,16,14,30,MIBR,15,15,1,1,1.1,0.99
81804,IEM Katowice 2019,2019-02-22 18:30:00,MIBR,NiP,Train,16,6,22,MIBR,13,9,0,0,1.29,0.84
81801,IEM Katowice 2019,2019-02-22 15:40:00,Natus Vincere,AVANGAR,Train,16,11,27,Natus Vincere,11,16,0,0,1.11,0.91
81796,IEM Katowice 2019,2019-02-22 15:40:00,Natus Vincere,AVANGAR,Dust2,16,6,22,Natus Vincere,15,7,0,1,1.36,0.67
81795,IEM Katowice 2019,2019-02-22 12:00:00,Renegades,Vitality,Inferno,16,12,28,Renegades,16,11,5,3,1.19,0.93
81790,IEM Katowice 2019,2019-02-22 12:00:00,Renegades,Vitality,Cache,11,16,27,Vitality,9,18,0,1,0.96,1.18
81787,IEM Katowice 2019,2019-02-22 12:00:00,Renegades,Vitality,Dust2,16,5,21,Renegades,14,7,0,0,1.52,0.53
81761,IEM Katowice 2019,2019-02-21 18:30:00,Liquid,Natus Vincere,Dust2,16,9,25,Liquid,10,15,2,1,1.27,0.85
