Player,Event,Rating
nexa,IEM Katowice 2018 Europe Open Qualifier #2,0.95
nexa,IEM Katowice 2018 Europe Open Qualifier #1,1.00
nexa,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1.14
nexa,Geeks Gone Wild 23,1.16
nexa,Winner of the Future 2017,1.40
nexa,CSesport.com XMAS Cup,1.36
nexa,OMEN by HP 2017,1.46
nexa,LOOT.BET Cup 2 - cs_summit 2 Qualifier,1.20
nexa,OZ Cup 1,1.18
nexa,Stream.me Gauntlet: CIS vs EU #17,0.80
nexa,Stream.me Gauntlet: CIS vs EU #16,1.30
nexa,Stream.me Gauntlet: CIS vs EU #15,1.33
nexa,DreamHack Open Winter 2017 Europe Closed Qualifier,1.17
nexa,DreamHack Open Winter 2017 Europe Open Qualifier,1.46
nexa,DreamHack Open Denver 2017 Europe Closed Qualifier,1.20
nexa,DreamHack Open Denver 2017 Europe Open Qualifier,0.93
nexa,DreamHack Open Atlanta 2017,0.83
nexa,DreamHack Masters Malmö 2017 North America Closed Qualifier,1.09
nexa,PGL Major Krakow 2017 Main Qualifier,0.93
nexa,Asia Minor - PGL Major Krakow 2017,0.98
nexa,DreamHack Open Summer 2017 North America Closed Qualifier,0.96
nexa,ESL One Cologne 2017 - North America Closed Qualifier,1.02
nexa,IEM Sydney 2017,0.69
nexa,ECS Season 3 North America,0.89
nexa,Serbian First League S2 LAN Finals,1.08
nexa,Legend Series #1,1.16
nexa,ESL Pro League Season 5 North America,1.01
nexa,Hellcase Cup 2 Closed Qualifier,0.86
nexa,HLTV Xmas Cup 2016,1.01
nexa,VitalBet Balkan Pro League Finals,1.16
nexa,ESL Southeast Europe Championship Season 4 Finals,1.23
nexa,VitalBet Balkan Pro League,1.23
nexa,WESG 2016 Europe & CIS Regional Finals,1.38
nexa,WESG 2016 Adriatica,1.32
nexa,Serbian First League S1 LAN Finals,1.14
nexa,ECS Season 2 EU Development League Open Qualifier #3,1.14
nexa,World Championships 2016 European Qualifier,1.18
nexa,BalkanTube Fest,1.40
nexa,GamePub 2016,1.06
nexa,Balkan Championship Season 3,0.53
nexa,Balkan Challenge,1.09
nexa,Rising Stars Europe #1,0.66
nexa,Rising Stars Balkan #2,0.99
nexa,Balkan SuperCup #2 LAN Finals,1.07
nexa,Gauntlet: Fight for the Crown,1.09
WARDELL,ESL One Cologne 2019 North America Closed Qualifier,1.45
WARDELL,ESL Pro League Season 9 Americas,1.08
WARDELL,DreamHack Masters Dallas 2019 North America Closed Qualifier,1.15
WARDELL,WESG 2018 World Finals,1.07
WARDELL,ECS Season 7 North America Challenger Cup Open Qualifier 3,1.34
WARDELL,IEM Sydney 2019 North America Closed Qualifier,1.19
WARDELL,iBUYPOWER Masters 2019,1.00
WARDELL,NSG Eastern Conference Championship,1.33
WARDELL,Americas Minor North America Closed Qualifier - IEM Katowice 2019,1.00
WARDELL,StarSeries i-League Season 7 North America Qualifier,0.87
WARDELL,ESL Pro League Season 8 Finals,1.07
WARDELL,DreamHack Open Atlanta 2018,0.96
WARDELL,cs_summit 3,1.23
WARDELL,WESG 2018 Canada Regional Finals,1.05
WARDELL,ESL Pro League Season 8 North America,1.20
WARDELL,Toyota Master Bangkok 2018 North America Qualifier,1.19
WARDELL,DreamHack Masters Stockholm 2018,1.09
WARDELL,ZOTAC Cup Masters 2018 Grand Finals,1.38
WARDELL,MSI MGA North America Closed Qualifier,1.08
WARDELL,MSI MGA North America Open Qualifier #1,1.90
WARDELL,StarSeries i-League Season 6 North America Qualifier,1.00
WARDELL,ZOTAC Cup Masters 2018 Americas Regional Finals,1.36
WARDELL,DreamHack Masters Stockholm 2018 North America Closed Qualifier,1.15
WARDELL,DreamHack Masters Stockholm 2018 North America Open Qualifier,1.68
WARDELL,Americas Minor North America Closed Qualifier - FACEIT Major 2018,1.10
WARDELL,ESL One Belo Horizonte 2018,0.67
WARDELL,DreamHack Open Summer 2018 North America Closed Qualifier,1.04
WARDELL,StarSeries i-League Season 5 North America Qualifier,1.04
WARDELL,DreamHack Open Tours 2018 North America Closed Qualifier,1.02
WARDELL,Dust2.us Masters #2,1.11
WARDELL,IEM Sydney 2018 North America Closed Qualifier,0.83
WARDELL,IEM Sydney 2018 North America Open Qualifier,1.53
WARDELL,DreamHack Masters Marseille 2018 North America Closed Qualifier,1.08
WARDELL,DreamHack Masters Marseille 2018 North America Open Qualifier,1.32
WARDELL,ECS Season 5 North America Challenger Cup,0.97
WARDELL,ESL Pro League Season 7 North America,1.06
WARDELL,WESG 2017 North America Regional Finals,0.75
WARDELL,IEM Katowice 2018 North America Open Qualifier #1,1.10
WARDELL,ESL Pro League Season 6 North America Relegation,1.42
WARDELL,CyberPowerPC Extreme Gaming Series Winter 2017,0.94
WARDELL,DreamHack Open Winter 2017 North America Closed Qualifier,1.14
WARDELL,WESG 2017 Canada,1.23
WARDELL,ROG MASTERS 2017 Americas Regional Finals,1.09
WARDELL,Americas Minor North America Closed Qualifier - ELEAGUE Major 2018,0.64
WARDELL,ECS Season 4 North America,1.10
WARDELL,DreamHack Open Denver 2017 North America Closed Qualifier,1.01
WARDELL,DreamHack Open Denver 2017 North America Open Qualifier,1.47
WARDELL,ECS Season 4 NA Promotion,1.24
WARDELL,ESL Pro League Season 6 North America,1.06
WARDELL,ROG MASTERS 2017 Americas Main Qualifier,1.05
WARDELL,Fragadelphia 11,1.14
WARDELL,ROG MASTERS 2017 United States Open Qualifier,1.14
WARDELL,DreamHack Open Valencia 2017 North America Open Qualifier,1.19
WARDELL,CyberPowerPC Extreme Gaming Series Spring 2017,1.12
WARDELL,DreamHack Open Summer 2017 North America Closed Qualifier,0.94
WARDELL,DreamHack Open Summer 2017 North America Open Qualifier,1.82
WARDELL,ESL Pro League Season 5 North America Relegation,1.33
WARDELL,ESEA Season 24 MDL Global Challenge,0.97
WARDELL,Esports Arena Showdown Championship ,1.16
WARDELL,CEVO Main Season 12 North America,1.27
WARDELL,ESL One Cologne 2017 - North America Qualifier 1,1.27
WARDELL,ECS Season 3 North America,0.90
WARDELL,DreamHack Open Tours 2017 North America Open Qualifier,1.53
WARDELL,ECS Season 3 NA Promotion,1.24
WARDELL,ECS Season 3 NA Development League,1.16
WARDELL,ECS Season 3 NA Development League Open Qualifier #1,1.33
WARDELL,SL i-League Season 3 North America Qualifier,1.30
WARDELL,ESEA MDL Season 24 North America,1.11
WARDELL,CEVO Main Season 11 North America,1.12
WARDELL,CEVO Gfinity Professional Season 9,0.86
WARDELL,Fragadelphia 9,1.22
WARDELL,Fragadelphia 8,1.35
WARDELL,RGN 2016 Pro Series Open Qualifier,1.41
nukkye,ESL One Cologne 2019 Europe Closed Qualifier,1.03
nukkye,WePlay! Forge of Masters Season 1 Finals,1.07
nukkye,ESL One Cologne 2019 Europe Open Qualifier 1,0.73
nukkye,ESL Pro League Season 9 Europe,1.08
nukkye,LOOT.BET HotShot Series Season 2,1.15
nukkye,LOOT.BET Season 2,1.20
nukkye,Good Game League 2019 Qualifier 1 Warsaw,1.24
nukkye,DreamHack Masters Dallas 2019 Europe Open Qualifier,1.33
nukkye,ECS Season 7 Europe Challenger Cup Open Qualifier 4,1.07
nukkye,LOOT.BET Season 1,1.13
nukkye,LOOT.BET HotShot Series Season 1,1.34
nukkye,IEM Sydney 2019 Europe Open Qualifier 2,1.44
nukkye,IEM Sydney 2019 Europe Open Qualifier 1,0.71
nukkye,QIWI Teamplay Season 3,1.16
nukkye,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,1.08
nukkye,StarSeries i-League Season 7 Europe Qualifier,1.11
nukkye,Pixel.bet Brawl: Nordic vs. Europe,1.08
nukkye,Europe Minor Open Qualifier 4 - IEM Katowice 2019,1.11
nukkye,Europe Minor Open Qualifier 3 - IEM Katowice 2019,1.31
nukkye,LOOT.BET Cup #3,0.86
nukkye,DreamHack Open Winter 2018 Europe Closed Qualifier,1.24
nukkye,DreamHack Open Winter 2018 Europe Open Qualifier,1.48
nukkye,Europe Minor Open Qualifier 1 - IEM Katowice 2019,1.30
nukkye,StarSeries i-League Season 6,1.13
nukkye,EPICENTER 2018 CIS Closed Qualifier,1.08
nukkye,EPICENTER 2018 CIS Open Qualifier #4,1.14
nukkye,GG.BET Shuffle - IEM Chicago Qualifier,0.96
nukkye,DreamHack Open Montreal 2018,0.95
nukkye,DreamHack Masters Stockholm 2018,0.89
nukkye,GG.BET Summer CIS + EU,1.03
nukkye,IEM Chicago 2018 Europe Open Qualifier,1.32
nukkye,StarSeries i-League Season 6 Europe Qualifier,1.02
nukkye,ZOTAC Cup Masters 2018 Europe Regional Finals,1.06
nukkye,DreamHack Open Summer 2018,1.21
nukkye,Europe Minor Open Qualifier #3 - FACEIT Major 2018,0.95
nukkye,Europe Minor Open Qualifier #1 - FACEIT Major 2018,1.43
nukkye,DreamHack Open Tours 2018,0.97
nukkye,DreamHack Open Valencia 2018 Europe Closed Qualifier,1.01
nukkye,DreamHack Open Summer 2018 Europe Closed Qualifier,1.23
nukkye,Qi Invitational,0.98
nukkye,StarSeries i-League Season 5 Europe Qualifier,1.37
nukkye,DreamHack Open Austin 2018 Europe Closed Qualifier,1.02
nukkye,ESL One Belo Horizonte Europe Open Qualifier,1.31
nukkye,DreamHack Open Tours 2018 Europe Closed Qualifier,1.23
nukkye,ESEA Main Season 27 Europe,1.03
nukkye,Copenhagen Games 2018,1.16
nukkye,Copenhagen Games 2018 BYOC Qualifier,1.24
nukkye,DreamHack Masters Marseille 2018 Europe Open Qualifier,1.04
nukkye,ECS Season 5 Europe Challenger Cup,1.21
nukkye,ForceDrop.net Cup 1,1.23
nukkye,EGB Battles,1.24
nukkye,X-BET.co Invitational 2,1.13
nukkye,ECS Season 5 Europe Closed Qualifier,1.36
nukkye,CSesport.com Cup #3,1.64
nukkye,Hellcase Cup 7,1.16
nukkye,Bets.net Challenger Series,0.91
nukkye,ECS Season 5 North Europe Qualifier,1.27
nukkye,IEM Katowice 2018 Europe Open Qualifier #2,1.04
nukkye,IEM Katowice 2018 Europe Open Qualifier #1,1.03
nukkye,Farmskins Championship #2 - IEM Katowice 2018 Qualifier,1.09
nukkye,DreamHack Open Winter 2017 BYOC,1.52
nukkye,DreamHack Masters Malmö 2017 Europe Closed Qualifier,1.17
nukkye,DreamHack Masters Malmö 2017 Europe Open Qualifier,1.15
nukkye,DreamHack Open Atlanta 2017 Europe Closed Qualifier,1.09
nukkye,DreamHack Open Atlanta 2017 Europe Open Qualifier,1.23
nukkye,Legend Series #2 Finals,0.89
nukkye,ESEA MDL Season 25 Europe,1.22
nukkye,Legend Series #2,1.29
nukkye,Playing Ducks HomeMasters 2 Qualifier,0.73
nukkye,ESEA Main Season 24 Europe,0.69
mertz,IEM Sydney 2019,0.97
mertz,ESL One Cologne 2019 Europe Open Qualifier 1,1.33
mertz,ESL Pro League Season 9 Europe,1.04
mertz,GG.BET Sydney Invitational,1.30
mertz,DreamHack Masters Dallas 2019 Europe Closed Qualifier,1.06
mertz,DreamHack Masters Dallas 2019 Europe Open Qualifier,1.40
mertz,ECS Season 7 Europe Pinnacle Cup,1.13
mertz,GG.BET ICE Challenge,1.06
mertz,IEM Sydney 2019 Europe Open Qualifier 2,1.05
mertz,WePlay! Lock and Load,1.08
mertz,Europe Minor Closed Qualifier - IEM Katowice 2019,1.11
mertz,StarSeries i-League Season 7 Europe Qualifier,0.70
mertz,DreamHack Open Winter 2018,1.05
mertz,Toyota Master Bangkok 2018,1.27
mertz,cs_summit 3,1.28
mertz,ESL Pro League Season 8 Europe,1.01
mertz,Games Clash Masters 2018,1.39
mertz,GG.BET Shuffle - IEM Chicago Qualifier,1.06
mertz,DreamHack Open Montreal 2018,1.20
mertz,DreamHack Masters Stockholm 2018,1.03
mertz,IEM Chicago 2018 Europe Closed Qualifier,1.01
mertz,ESL One Cologne 2018,0.93
mertz,ESL One New York 2018 Europe Closed Qualifier,1.09
mertz,DreamHack Open Summer 2018,0.99
mertz,StarSeries i-League Season 5,1.18
mertz,ESL One Cologne 2018 Europe Closed Qualifier,0.98
mertz,DreamHack Open Tours 2018,1.23
mertz,StarSeries i-League Season 5 Europe Qualifier,0.99
mertz,ESL One Belo Horizonte Europe Closed Qualifier,0.98
mertz,Bets.net Masters,1.04
mertz,Copenhagen Games 2018,1.09
mertz,DreamHack Masters Marseille 2018 Europe Closed Qualifier,1.01
mertz,IEM Katowice 2018,1.01
mertz,ESL Pro League Season 7 Europe,1.09
mertz,cs_summit 2,1.06
mertz,IEM Katowice 2018 Europe Closed Qualifier,1.02
mertz,DaddySkins Western League,0.97
mertz,DreamHack Open Winter 2017,0.91
mertz,WESG 2017 Europe & CIS Regional Finals,0.91
mertz,DreamHack Open Winter 2017 Europe Closed Qualifier,1.44
mertz,DreamHack Open Winter 2017 Europe Open Qualifier,1.75
mertz,WESG 2017 Denmark,1.29
mertz,Skinhub Season 2,1.33
mertz,NGC Masters 2017,1.25
mertz,SL i-League Invitational Shanghai 2017 Europe Qualifier,1.06
mertz,Cross Border Esport 2017,1.39
mertz,WCA 2017 Europe Closed Qualifier,1.14
mertz,Hellcase Cup 6,1.14
mertz,Dust2.dk eOddset Final 4 #1,1.11
mertz,Binary Dragons Prestige LAN,1.22
mertz,Dust2.dk eOddset Masters #11,1.46
mertz,Hellcase Cup 5,1.29
mertz,ESEA MDL Season 25 Europe,1.20
mertz,Farmskins Championship #1,1.05
mertz,Farmskins Championship #1 Closed Qualifier,1.28
mertz,Dust2.dk eOddset Masters #10,1.55
mertz,DreamHack Open Summer 2017 Europe Closed Qualifier,0.96
mertz,Europe Minor Closed Qualifier - PGL Major Krakow 2017,1.04
mertz,Europe Minor Qualifier 1 - PGL Major Krakow 2017,1.34
mertz,Binary Dragons csgopolygon Cup 6,1.35
mertz,Hellcase Cup 4 Closed Qualifier,1.15
mertz,Dust2.dk eOddset Masters #9 Finals,1.02
mertz,Dust2.dk eOddset Masters #9 IWDK Edition,1.31
mertz,Copenhagen Games 2017,1.18
mertz,Copenhagen Games 2017 BYOC Qualifier,1.29
mertz,China Cup 2017,1.10
mertz,SL i-League Season 3 Europe Qualifier,1.25
mertz,ESEA MDL Season 24 Europe,1.13
mertz,IEM Katowice 2017 EU Open Qualifier 2,1.25
mertz,IEM Katowice 2017 EU Open Qualifier 1,1.04
mertz,Dust2.dk Masters #1,0.88
mertz,Global Offensive Champions League Season 5,1.05
mertz,PGL Regional Minor Championship Europe - ELEAGUE Major 2017 - Qualifier 1,0.69
mertz,Dust2.dk eOddset #2,1.05
mertz,Razer Rising Stars European League Season 1,1.16
mertz,RGN Pro Series II EU Closed Qualifier,0.91
mertz,Operation: Kinguin #3,1.35
mertz,Copenhagen Games 2016,0.77
mertz,Copenhagen Games 2016 BYOC Qualifier,1.40
mertz,Hitbox Challenger Cup,1.09
mertz,Global Offensive Champions League Season 3,1.21
mertz,Nordic Masters Season 2 Finals,1.35
mertz,Operation: Kinguin #2,0.73
mertz,RGN European Open II,1.38
mertz,RGN European Open,1.44
dupreeh,BLAST Pro Series Miami 2019,0.95
dupreeh,ESL Pro League Season 9 Europe,1.33
dupreeh,BLAST Pro Series São Paulo 2019,1.05
dupreeh,ECS Season 7 Europe Week 1,1.37
dupreeh,IEM Katowice 2019,1.24
dupreeh,iBUYPOWER Masters 2019,0.89
dupreeh,BLAST Pro Series Lisbon 2018,1.39
dupreeh,ESL Pro League Season 8 Finals,1.12
dupreeh,ECS Season 6 Finals,1.10
dupreeh,IEM Chicago 2018,1.15
dupreeh,BLAST Pro Series Copenhagen 2018,0.95
dupreeh,ECS Season 6 Europe,1.18
dupreeh,ESL Pro League Season 8 Europe,1.09
dupreeh,BLAST Pro Series Istanbul 2018,1.25
dupreeh,FACEIT Major 2018,1.24
dupreeh,FACEIT Major 2018 Main Qualifier,1.47
dupreeh,DreamHack Masters Stockholm 2018,1.16
dupreeh,ELEAGUE CS:GO Premier 2018,1.16
dupreeh,ESL One Cologne 2018,1.26
dupreeh,ECS Season 5 Finals,0.98
dupreeh,ESL Pro League Season 7 Finals,1.31
dupreeh,IEM Sydney 2018,1.18
dupreeh,DreamHack Masters Marseille 2018,1.14
dupreeh,IEM Sydney 2018 Europe Closed Qualifier,1.32
dupreeh,ECS Season 5 Europe,1.20
dupreeh,IEM Katowice 2018,1.03
dupreeh,StarSeries i-League Season 4,1.23
dupreeh,ESL Pro League Season 7 Europe,1.17
dupreeh,ELEAGUE Major 2018,1.02
dupreeh,ECS Season 4 Finals,1.15
dupreeh,ESL Pro League Season 6 Finals,1.04
dupreeh,BLAST Pro Series Copenhagen 2017,1.06
dupreeh,IEM Oakland 2017,1.15
dupreeh,EPICENTER 2017,1.03
dupreeh,ECS Season 4 Europe,1.24
dupreeh,ESL One New York 2017,1.08
dupreeh,ELEAGUE CS:GO Premier 2017,1.16
dupreeh,DreamHack Masters Malmö 2017,1.10
dupreeh,ESL Pro League Season 6 Europe,1.20
dupreeh,PGL Major Krakow 2017,1.20
dupreeh,ECS Season 3 Finals,1.09
dupreeh,ELEAGUE Clash for Cash,1.13
dupreeh,IEM Sydney 2017,1.07
dupreeh,ECS Season 3 Europe,1.12
dupreeh,SL i-League StarSeries Season 3 Finals,1.11
dupreeh,IEM Katowice 2017,1.08
dupreeh,DreamHack Masters Las Vegas 2017,1.30
dupreeh,ESL Pro League Season 5 Europe,1.10
dupreeh,ELEAGUE Major 2017,1.08
dupreeh,ECS Season 2 Finals,1.33
dupreeh,IEM Oakland 2016,1.11
dupreeh,ELEAGUE Season 2,1.03
dupreeh,ECS Season 2 Europe,1.14
dupreeh,WESG 2016 Europe & CIS Regional Finals,1.03
dupreeh,ESL One New York 2016,1.11
dupreeh,WESG 2016 Denmark,1.26
dupreeh,SL i-League StarSeries Season 2 Finals,1.05
dupreeh,ESL One New York 2016 Europe Qualifier,1.31
dupreeh,EPICENTER: Moscow EU Closed Qualifier,1.15
dupreeh,Power-LAN 2016,1.09
dupreeh,ESL Pro League Season 4 - Europe,1.06
dupreeh,World Championships 2016 European Qualifier,1.12
dupreeh,ESL One Cologne 2016,0.99
dupreeh,ECS Season 1 Finals,0.83
dupreeh,DreamHack ZOWIE Open Summer 2016,1.34
dupreeh,ELEAGUE Season 1,1.17
dupreeh,ESL Pro League Season 3 Finals,0.98
dupreeh,DreamHack Masters Malmö 2016,0.88
dupreeh,ECS Season 1,1.27
dupreeh,MLG Columbus 2016,1.20
dupreeh,Counter Pit League Season 2 Finals,1.13
dupreeh,IEM Katowice 2016,1.24
dupreeh,Betway Aftonbladet Fight Night #3,0.81
dupreeh,ESL Barcelona CS:GO Invitational presented by Mobile World Congress,1.24
dupreeh,ESL Pro League Season 3,1.13
dupreeh,Game Show Global eSports Cup 2016 Finals,1.22
dupreeh,DreamHack ZOWIE Open Leipzig 2016,1.12
dupreeh,SL i-League StarSeries XIV Finals,1.07
dupreeh,ESL ESEA Pro League Season 2 Finals,1.02
dupreeh,Fragbite Masters Season 5 Finals,0.99
dupreeh,Red Dot Invitational,1.19
dupreeh,FACEIT League 2015 Stage 3 Finals at DH Winter 2015,0.98
dupreeh,IEM San Jose 2015,1.05
dupreeh,Game Show Global eSports Cup 2016,1.25
dupreeh,DreamHack Open Cluj-Napoca 2015,1.18
dupreeh,SL i-League StarSeries XIV,1.16
dupreeh,Fragbite Masters Season 5,1.04
dupreeh,Acer Predator Masters powered by Intel Season 2,1.02
dupreeh,PGL Season 1 Finals,1.17
dupreeh,DreamHack Open London 2015,1.16
dupreeh,FACEIT League 2015 Stage 3,1.05
dupreeh,ESL ESEA Pro League Season 2,1.09
dupreeh,ESL ESEA Dubai Invitational 2015,1.00
dupreeh,Fragbite Masters Champions Showdown,0.88
dupreeh,PGL Season 1,1.06
dupreeh,ESL One Cologne 2015,1.08
dupreeh,IEM Gamescom 2015,1.11
dupreeh,Acer Predator Masters powered by Intel Season 1 Finals,0.97
dupreeh,FACEIT League 2015 Stage 2 Finals at DreamHack Valencia,1.24
dupreeh,ESL ESEA Pro League Season 1 Finals,1.04
dupreeh,Fragbite Masters Season 4 Finals,1.00
dupreeh,FACEIT League 2015 Stage 2,1.23
dupreeh,DreamHack Open Summer 2015 Closed Qualifier,1.00
dupreeh,Counter Pit League,1.18
dupreeh,ESL ESEA Pro League Season 1,1.04
dupreeh,Acer Predator Masters powered by Intel Season 1,1.22
dupreeh,FACEIT League 2015 Stage 1 Finals,0.98
dupreeh,Fragbite Masters Season 4,1.12
dupreeh,CCS Kick-off Season Finals,0.98
dupreeh,Aftonbladet Fight Night,0.81
dupreeh,ESL Pro League Winter 2014/15 Finals,1.16
dupreeh,Copenhagen Games 2015,1.08
dupreeh,SLTV StarSeries XII Finals,1.00
dupreeh,CCS Kick-off Season,1.14
dupreeh,ESL One Katowice 2015,1.03
dupreeh,Game Show CS:GO League Season 2,1.23
dupreeh,FACEIT League 2015 Stage 1,0.98
dupreeh,MLG X-Games Aspen 2015,1.09
dupreeh,SLTV StarSeries XII,1.14
dupreeh,ESL Pro League Winter 2014/15,1.33
dupreeh,DreamHack Winter 2014,1.04
dupreeh,Fragbite Masters Season 3 Finals,1.02
dupreeh,ESWC 2014,1.14
dupreeh,FACEIT League Season 2 Finals,0.70
dupreeh,Fragbite Masters Season 3,1.31
dupreeh,DreamHack Stockholm CS:GO Invitational 2014,1.10
dupreeh,Hitbox Arena Championship 3,1.19
dupreeh,European Championship 2014,1.21
dupreeh,FACEIT League EU Season 2,1.14
dupreeh,ESL One Cologne 2014,1.13
dupreeh,Gfinity 3,1.31
dupreeh,Team Dignitas CS:GO SCAN Invitational,1.27
dupreeh,Mikz Challenge,0.97
dupreeh,FACEIT Spring League 2014,1.14
dupreeh,eSportsventure Cup,1.03
dupreeh,Copenhagen Games 2014,1.16
dupreeh,EMS One Katowice 2014,1.04
dupreeh,Fragbite Masters 2014,1.24
dupreeh,Gfinity Alienware Pro League Season 1,1.39
dupreeh,DreamHack Stockholm SteelSeries CS:GO Invitational 2014,0.88
dupreeh,Gaming.dk SteelSeries Championship Invite Finals 2013,1.18
dupreeh,Fragbite Masters 2013,1.08
dupreeh,DreamHack Winter 2013,1.04
dupreeh,ESWC 2013,1.24
dupreeh,RaidCall EMS One Fall 2013 Finals,0.97
dupreeh,European Championship 2013,1.16
dupreeh,RaidCall EMS One Fall 2013 Group Stage,1.59
dupreeh,ESWC 2013 Denmark,1.24
dupreeh,RaidCall EMS One Fall 2013 Cup #4,1.43
dupreeh,RaidCall EMS One Fall 2013 Cup #3,1.31
dupreeh,DreamHack Bucharest 2013,1.18
dupreeh,RaidCall EMS One Fall 2013 Cup #2,1.19
dupreeh,RaidCall EMS One Fall 2013 Cup #1,1.11
dupreeh,MSI Beat it! 2013 European Finals,1.09
dupreeh,Mad Catz Invitational,0.64
dupreeh,SLTV StarSeries VII Qualifier,1.26
dupreeh,RaidCall EMS One Summer 2013 Finals,1.15
dupreeh,DreamHack Summer 2013,1.18
dupreeh,RaidCall EMS One Summer 2013 Group Stage,1.38
dupreeh,RaidCall EMS One Summer 2013 Cup #4,0.99
dupreeh,RaidCall EMS One Summer 2013 Cup #3,0.64
dupreeh,RaidCall EMS One Summer 2013 Cup #2,1.21
dupreeh,Fnatic FragOut League Season 2,0.98
dupreeh,RaidCall EMS One Summer 2013 Cup #1,1.25
dupreeh,Copenhagen Games 2013,1.02
dupreeh,Gaming.dk League by SteelSeries Season 5,0.94
dupreeh,Showmatch CS:GO,0.79
dupreeh,NorthCon 2012,1.10
dupreeh,DreamHack Winter 2012,0.90
dupreeh,DreamHack Winter 2012 International Qual.,1.03
dupreeh,DreamHack Winter 2012 Danish Qual.,0.81
dupreeh,ESL Major Series Winter Season 2012,1.19
zhokiNg,ESL One Cologne 2019 Asia Closed Qualifier,1.21
zhokiNg,IEM Sydney 2019,1.07
zhokiNg,ESL Pro League Season 9 Asia,0.93
zhokiNg,DreamHack Masters Dallas 2019 China Closed Qualifier,0.94
zhokiNg,StarSeries i-League Season 7,0.94
zhokiNg,IEM Sydney 2019 Greater China Closed Qualifier,1.15
zhokiNg,WESG 2018 China Qualifier #2 ,1.09
zhokiNg,IEM Katowice 2019 Main Qualifier,0.96
zhokiNg,IEM Katowice 2019 Minor Play-in,1.05
zhokiNg,Asia Minor - IEM Katowice 2019,0.96
zhokiNg,Hunt Wave League,0.97
zhokiNg,StarSeries i-League Season 7 Asia Qualifier,1.04
zhokiNg,ESL Pro League Season 8 Finals,0.99
zhokiNg,Asia Minor China Closed Qualifier - IEM Katowice 2019,1.25
zhokiNg,ESL Pro League Season 8 Asia,1.05
zhokiNg,PLG Grand Slam 2018 East Asia Open Qualifier,0.98
zhokiNg,Toyota Master Bangkok 2018 China Qualifier,1.34
zhokiNg,WESG 2018 China Regional Finals,1.04
zhokiNg,ESL Pro League Season 8 China Closed Qualifier,1.23
zhokiNg,ESL Pro League Season 8 China Open Qualifier #2,1.42
zhokiNg,ZOTAC Cup Masters 2018 Grand Finals,0.30
zhokiNg,IEM Chicago 2018 Asia Closed Qualifier,1.08
zhokiNg,StarSeries i-League Season 6 Asia Qualifier,1.20
zhokiNg,MSI MGA Asia-Pacific Closed Qualifier,1.28
zhokiNg,eXTREMESLAND 2018 China Closed Qualifier,1.23
zhokiNg,MSI MGA Asia-Pacific Last Chance Qualifier,1.54
zhokiNg,Asia Minor - FACEIT Major 2018,0.81
zhokiNg,DreamHack Masters Stockholm 2018 China Closed Qualifier,1.03
zhokiNg,IEM Shanghai 2018 China Closed Qualifier,1.06
zhokiNg,CS:GO Asia Championships 2018,0.75
zhokiNg,StarSeries i-League Season 5,0.85
zhokiNg,Asia Minor China Open Qualifier - FACEIT Major 2018,1.34
zhokiNg,CS:GO Asia Championships 2018 China Qualifier,1.16
zhokiNg,ESL One Cologne 2018 Asia Closed Qualifier,1.15
zhokiNg,StarSeries i-League Season 5 Asian Qualifier,1.43
zhokiNg,Pro Gamer League Asian Invitational 2018,1.07
zhokiNg,WESG 2017 World Finals,0.92
zhokiNg,IEM Sydney 2018 Asian Open Qualifier #1,1.04
zhokiNg,Daddyskins Asia Super League,1.17
zhokiNg,Letou Invitational,1.26
zhokiNg,CS:GO Super League 2017 Finals,1.18
zhokiNg,CSGOROLL Asian Masters,1.05
zhokiNg,Douyu CS:GO Asia Invitational #2,1.04
zhokiNg,WEGL 2017 Super Fight Invitational,1.02
zhokiNg,eXTREMESLAND 2017 Asia Finals,0.99
zhokiNg,China Top 2017 Kunshan,1.36
zhokiNg,eXTREMESLAND 2017 China Regional Finals,1.27
zhokiNg,WCA 2017 China Qualifier Wild Card ,1.59
zhokiNg,SL i-League Invitational Shanghai 2017 China Qualifier,1.03
zhokiNg,MOBAGAME Cup #1,1.36
zhokiNg,WESG 2017 China Finals,1.24
zhokiNg,eXTREMESLAND 2017 China Closed Qualifier,1.87
zhokiNg,CS:GO Super League 2017 - Summer Season Finals,1.20
zhokiNg,91Lounge Cup #1,1.19
zhokiNg,ROG MASTERS 2017 China Regional Finals,1.08
zhokiNg,CS:GO Super League 2017 - Summer Season,1.50
zhokiNg,DreamHack Masters Malmö 2017 Asia-Oceania Closed Qualifier,1.26
zhokiNg,WCA 2017 China Qualifier #2,1.24
zhokiNg,ZOTAC Cup Elite eSports Arena,1.30
zhokiNg,DreamHack Masters Malmö 2017 China Open Qualifier,1.49
zhokiNg,Infinite Challenge Cup Weekly #3,1.31
zhokiNg,ESL One Cologne 2017 - China Closed Qualifier,1.28
zhokiNg,Infinite Challenge Cup Weekly #1,1.58
zhokiNg,Asia Minor China Qualifier - PGL Major Krakow 2017,1.36
zhokiNg,IEM Sydney 2017,0.72
zhokiNg,CS:GO Super League 2017 - Spring Season,1.30
zhokiNg,WCA 2017 China Qualifier #1,1.29
zhokiNg,SL i-League StarSeries Season 3 Finals,0.92
